id,name,asins,primaryCategories,doRecommend,numHelpful,rating,text,title,username,reviewer
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Very little capacity. They last only about 25 as long when compared with other main stream batteries,They don't last very long,Bymrrjm,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Bad investment. Some of the batteries did not even work - no juice in them. Really surprised by the poor quality, Amazon Basics.",Buyer Beware!,ByMs. Hudson,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I opened the package today and put in my son car toy, didn't work at all, I took them out and put back in again, didn't work, so I got the other brand battery and put them in, the car run just fine. I'm going to return this and will not buy amazon battery again.",the car run just fine. I'm going to return this and will not ...,Bymumnbaby,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Do not use these in any techy gadget, including remote controls, keyboards, and especially cameras!",These are as bad as batteries can get.,ByMV Agusta One,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Burnt up a copper string light I have been using for a years. Short life on other electronics compared to Duracell. Left in a wii controller for 2 months and leaked all over.,They WILL burn up or electronics,ByMy Real Pen Name,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Just purchased in October and replaced the batteries in my camping lantern this past week using these. The batteries leaked inside the lantern so badly that it wrecked the device altogether. I attempted to clean the contacts and use a different brand batteries, but enough battery acid leaked that the plastic and internals have a permanent coat of oxidation on it. Had to buy a new lantern. Do not plan on purchasing again in future as the batteries are ineligible for a return at this point.",Batteries leak,ByN. Heacock,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I only have it one star because I couldn't give zero stars. Over half of the box were dead. The ones that did work, only worked for a very short time. Do not buy these batteries.",Do not buy,ByNancy Adzentoivich,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,It goes off in week.,One Star,ByNaren,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Literally the worst battery I've ever had. I've used them in different types of products and they are DEAD WITHIN A WEEK every time. Go to the dollar tree and save yourself some money and a headache,DOA,ByNate Johnson,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Awful. Have almost gone through a whole box to find a battery or two that actually work.,Waste of money,ByNicholas J Damato,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Bought these because I had heard from several sources that alkaline batteries are one of those items that you can buy as generics and get comparable quality to name brands. It is not unusual for me to keep batteries in storage for more than a year without a problem with leakage. These, after a year, would begin leaking soon after installing them. That is, they come out of their protective wrap looking brand new but would leak within days. They fouled up a few things, one of which was a good work flashlight. I hadn't seen a battery leak in decades. I had to throw out the remaining ones even though they looked deceptively good.",one of which was a good work flashlight,ByNicholas Rossi,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I see that these batteries have lots of positive reviews. My experience has been poor. I put a pair in the sensor for an outdoor thermometer. They lasted about 2 weeks and when tested, showed very low power. Replaced them with a second pair. They lasted and tested about the same. These may work better in indoor uses, but they seem to not like the cold. I've had way better success with rechargeable.",I Won't Reorder,ByNightrunner,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,Horrible batteries. So far every battery we have used hasn't worked!!!,One Star,ByNikki Eastep,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Very weak batteries,One Star,ByNitin P.,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These batteries leak easily and I found them hard to insert into a toy that required AAA. Did not have this problem when I switched them with brand name batteries.,"Cheap, but do not last.",ByNM,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,horrible --- they barely last a week in my tv remote control,worthless!!,ByNoah Shah,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Put these batteries in led string lights on two wreaths, place kirkland batteries in another set of the same lights....guess what Amazon batteries loose their power quickly. Kirkland batteries are still flashing strong,,,,,,Amazon batteries barely blink. Sorry Amazon, love you but not these for me.",Doesn't last very long!!!!,ByNOMAD,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Never had alkalines that die as fast. This has been consistent through the package, not just a couple of batteries. Same results when used in TV remotes, optical mouse, smoke detectors and small flashlights.",Less power for the money,ByOn line shopper,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,doesn't last like the other brands,One Star,ByOrabialk.08,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Mine don't appear to have a charge. I bought them for a plant watering system that takes AAA batteries. I tried three sets of these AAA batteries in the plant watering system, which works fine currently with rechargeable batteries. They alkaline performance batteries don't work.I was hoping to get longer battery life from these performance batteries but they don't work at all.",They don't work,ByP. McA,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Very, very, very difficult to turn on and off, not sticky enough and kept falling down, complete waste of money.When I could get them on and they were sticking, the lighting effect was very nice however, the quality of the product was zero.",Don't waste your moneykeep looking elsewhere!,ByPamela M-L,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These are bad batteries with very short life. I returned my first order assuming that I got a bad batch (despite the expiration date years away). Started using the replacement order in late May and already have to replace the batteries.I love Amazon Basics products and Amazon service but this product is a big dud. This is the first negative review I've ever written about a product on Amazon.,Bad batteries with very short life!,ByPamS,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I read a lot of reviews and convinced myself the AmazonBasics AA alkaline batteries were going to be a good buy. Nope. I put a pair in my TV remote, and within a month the TV was telling me to replace the batteries because of low power. I decided to check some new ones right out of the wrapper with my battery tester. 8 brand new batteries tested - all 8 in the red on the battery tester...not totally dead, but just inside the red. Next trip to Home Depot, I picked up the big pack of Energizer AA batteries and did the same test on them. 8 for 8 all in the green on my battery tester.Oh well, not worth crying about 13 worth of weak batteries. I am sure others have had great luck with the same AmazonBasics AA batteries. I just wanted to add my experience so others can make an informed decision. Good luck!",Poor Performance Alkaline Batteries,ByPapa Chief,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Don't last!,One Star,ByPat Moeller,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,More than half did not work,One Star,ByPatina,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These batteries have a very short life. Need replaced every week. Used ina solar light outside Very unsatisfactory,One Star,Bypatricia king,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These last about 5 hrs in a roku remote using the headphones. Really disappointed in how long they last.,Really disappointed in how long they last,ByPatrick Bruton,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,The batteries linked and ruined my Game Camera. I think you need to replace my game Camera,Linky Battery Acid,ByPaul Buhler,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Bought these and regret it. I must have gotten a bad batch since these were lasting only three weeks in my smoke detectors. After a few weeks, all smoke detectors using them started beeping like they are low on power. A battery tester confirmed the batteries were low. I replaced them with store-bought Rayovac batteries and haven't had any issues.",Poor quality control - a number of bad batteries in the batch.,ByPaul Chauvet,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I hoped that an Amazon-branded product would have decent quality, but these batteries are just terrible. Their charge will last for about 1/10 of the usual top brands. Very disappointed. I'm never buying an Amazon battery again.",Very disappointed,ByPaulo M.,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,WORST batteries EVER. I thought there would be no appreciable difference between these and Duracell. I was wrong. Mouse was VERY sluggish and would sometimes stop working with these batteries. Replacing them with another set of these batteries did not help. My husband thought the computer had a virus. Problem SOLVED with Duracell. I will not be purchasing these batteries again. Amazon FAIL.,AMAZON failed on these batteries!!!,ByPavani Bellary Brooks,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I've had good luck with Amazon basics peripheral devices for computers, but the 24 pack of AAA batteries I got had virtually no power out of the package. Perhaps it's a quality control issue, but I got burned on the ones I bought, and won't take another chance with them.",I've had good luck with Amazon basics peripheral devices for computers,ByPeter G. May,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"These have failed after a few weeks each time I've used them in my wireless keyboard. Duracells, on the other hand, have lasted for months.",Don't last as long as they should.,ByPonimama,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,None of these batteries had a full charge. My charge detector never reached the green zone. They were one half used up. This was true for the other two sizes D and AAA.,Dead batteries,Bypotter,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Great price but they don't hold their charge for long. I find myself swapping out the remote batteries twice a year. At this price, it's not so bad but it's much more frequently that I'm used to.",Meh,ByPrime Purchaser,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,In Firestick remote it lasts about a week before replacement is required. Digging deeper alkaline batteries only last as long as they retain the upper percentage of their voltage. Either I have a bad batch or these degrade quickly in remotes. I plan on asking Amazon why this basic is so short lived in peak voltage retention.,Short lived in Firestick remote. Wondering if I have a bad batch of AAAs.,ByQuantDot,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,These batteries leaked into my mouse and killed it. Not cool Amazon.,Not cool Amazon.,ByQuickSilverAWD,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"Bought these March 2015. It's now Feb 2017 and my son said his toy lightsaber had just stopped working. Opened it up and batteries have leaked causing corrosion to contacts. No longer works, even with new batteries. It's not a very expensive toy, but the 1 most important aspect of a battery is that it not leak. What's the point of saving a few dollars on batteries if they are going to ruin something much more expensiveWith major brands, you can send in leaked batteries and device for repair or refund. Although I've never done thisThe version I bought were silver and green, so perhaps they have changed.Leaked batteries had 1.46,1.46,1.25v respectively.","Leaked, ruined toy.",ByR. Neve,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These batteries do not come close to duracel in terms of longevity.,One Star,ByR. Paul,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,"We bought these batteries to use in a medical Holter Monitor. Typically we put batteries in for 24 or 48 hour monitors. After one use, we need to replace the batteries. These batteries did not even last the 24 hours. Patients wasted their time and the testing was wasted. It was embarrassing to make the patient reschedule their test due to our equipment failure. These cost our business money. Will never buy again.",Super short life.,ByR. Wolfe,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Used it for a mouse - works OK. I have a battery powered egg beater and when I put these batteries, the beater did not perform at full speed. I had some Duracell batteries which I used and it was back to life!!So, I guess these are low powered, Very disappointed","Low powered, not good",ByRaja,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,None of first eight batteries I opened worked. Tested other batteries to confirm was a battery problem. Confirmed!!!Wow.,Batteries were duds,ByRalph Zipper,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,I find these batteries fail in a short time on items like wireless thermometers and wall clocks. On an average changing is required within a month. I would not purchase these again.,... these batteries fail in a short time on items like wireless thermometers,ByRay Tampa Bay,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Batteries last for about 2 days in my Xbox one controller.,One Star,ByRcryar89,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I am now trying to use the batteries and basically they are not working. Perhaps they are old, but they are just plain not working. I put in a Duracell and my headphones work. I put any one of the 36 batteries in the headphones - and it is not working. It is not worth the effort to get my 10 back.",Defective.,ByRebecca Shellan,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Amazon brand batteries are very poor quality. Don't last more than 3 months in a remote control (which barely uses any power). This is shameful and stupid as it diminishes confidence in the Amazon brand name.,CHEAP FOR A REASON,ByRESPECT PRIVACY,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,these batteries don't last very long,One Star,ByRex A. Rex,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,I came here to look at the one and two star reviews and see that people are saying the same thing I've been thinking since trying to use my first shipment of these batteries which are supposed to be better than the previous version that they replaced. I've used 3 of these batteries so far and each one has barely lasted 2 weeks in my mouse. The previous version usually lasted a couple months at least. It seems like in this day and age it's rare that when things are supposedly improved upon that they're actually better. I can only guess that Amazon found a cheaper supplier for their branded batteries. I guess it's time to cancel my subscribe and save subscription since I'm not the only one who finds these batteries to be subpar to their predecessors. If the rest of the batteries in this pack perform better I'll update my review to reflect that.***Edited to add on 10/12: Now that the 4th battery from this pack lasted just over 2 weeks in my mouse I will be contacting Amazon Customer Service. As I mentioned previously the older version of these batteries worked so well that I have to wonder why they changed them. I see the larger size Amazon batteries still carry the older name.,What happened to AmazonBasics branded batteries Where did the quality go,By-rhiannon-,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,all dead,all of them where dead wouldn't run anything,Byrichard chambers,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,They die quickly,One Star,ByRichard White,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I like shopping with Amazon and have purchased several Amazon brand products. However, I would not recommend anyone buy these batteries. I opened up the box and took a pack of four batteries out of the case and one was leaking. I threw those away. I need batteries for one of my sons toys so opened up another pack and put the batteries in and you guessed it, there was no charge in the batteries at all. About half of the batteries in the box were dead on arrival. The other ones had a charge but did not last long. Save your self the headache and buy energizers or something else. You will pay more but they work. I tried to return this pack but I was out of the 30 day window to return so I'm out the money.",Don't waste your time or money.............................,ByRichmann,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,They work but they don't last they drain really quickly only had them about 2 weeks and they are almost all dead. Very frustrating will not be buying these again save your money and buy Duracell.,Love Amazon but very disappointed,Byrissia,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,NOT MUCH POWER IN THESE BATTS,PASS BY THESE,ByRLD,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Sorry to say these batteries leaked in a lighted mirror and ruined it. C'mon, Amazon!",Beware! These leak!,ByRLP,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These batteries are not lasting at all.... very short life on them... super disappointed...,disappointment,ByRM,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Tried them in 2 flashlights. Neither worked.,One Star,ByRob Conforti,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,These batteries leak. What more is there to say They are the worst. Do not buy these.,They Leak - Pretty much the worst.,ByRock Strongo,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Spend a few more dollars and get a branded one. These discharge very fast. Had to keep changing my wall clock battery every 2 months when I had these. Got an energizer battery and that stayed for more than a year. Didn't expect amazon product to be of such poor quality.,Discharges Very Fast,ByRohit Mehta,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,amazon sucks these batteries drain like the water in my toilet,One Star,ByROSANNE,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,garbage,One Star,ByRoy T.,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"Gave these a fair chance but the fact is they simply do not last as long as Duracells. I've gone through more than half of the pack I purchased and I am easily replacing batteries twice as fast for the same devices, same use. I won't repurchase.",Not really ever ready!,ByRussell G Maher,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I was excited about the prices of these batteries, however you get what you pay for. These batteries are awful. I've used them in toys, remotes, and flashlights. The remote lasted for like a week! I used the flashlight for a few minutes and that's all the use I got out of them. I unsubscribed to this item. No thanks.",The remote lasted for like a week,ByS. L. Cruz,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"It didn't last for even one day,",One Star,BySaba S.,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Terrible! Didn't last 2 weeks!,Never again,BySai abdallah,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,The capacity is suspect. I seem to have gotten a lot more out of Energizer.,One Star,BySalvatore Torre,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,do not last long at all - never by these again,One Star,BySamantha Klick,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"These run down in my TV remote quicker than any battery I have used. TV says low battery within a week of installing. I will try another brand next time. Amazon, please keep an eye on quality and have your manufacturer test and give you results periodically. They will often provide good samples for evaluation early in production and then lower quality later.",Cheap but don't last,BySan Diego Beaches,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Dollar store Sunbeam batteries lasted longer than these crappy things. So disappointing!,"So disappointed in these, reviews weren't accurate at all!",BySapiosexy Bibliophile,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Out of every package so far only 2 batteries are working. I bought these in April so they should still all be good and I'm finding I need to throw most of them away. I wish I could still return them.,I bought these in April so they should still all be good and I'm finding I need to throw most of ...,BySaratogaH,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Everyone read the 1 star reviews..the 5 star reviews must be people reviewing immediately. The 10 year promise is crap. I have 48 AA and 36 AAA batteries that are all dead after 1 year. The Dollar Tree batteries are better. Pay the extra money and don't fall for Amazons broken promises or guarantees.,Zero Star-All dead,BySCJ,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Picture for proof. I had these in an Amazon basics wireless mouse and one of them exploded. It was only in there about 3 months before I noticed the batteries were dead. Upon inspection it was clear one of the batteries had a structural failure and exploded the end apart leaking fluid inside mouse.This mouse has NEVER been out of my air conditioned office.I have never had a battery explode inside a mouse before. These are obviously low quality. Do not put them into anything you'd be upset to ruin with leaky battery fluid.,Low Quality Batteries. See Pics. You have been warned.,ByScott Yelof,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Pretty sure they didn't really have a charge when they arrived,One Star,BySDR,Person
AVpe7xlELJeJML43ypLz,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,"B00QWO9P0O,B01IB83NZG,B00MNV8E0C",Health & Beauty,,,1,almost most of the batteries drained out in 1 or 2 weeks with moderate use,One Star,BySelva,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,Horrible. Amazon batteries are the WORST!! I have a battery operated little decorative light string. 2 Duracell batteries will light those things for weeks. 2 amazon batteries last about (and I'm not kidding) maybe 4 hours. Complete waist of money. Dollar store batteries are better. Do NOT purchase these,Waist of Money. Awful product,BySeth E. Atchley,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,This item arrived with no battery pack. There is no way to power the toy without it because you can't just use regular batteries.,Battery pack was missing,Bysherene,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"The batteries are the very worst I have ever used. I use a wireless mouse for work, and I've had to replace the battery every 2 weeks, instead of once a year like my old batteries. By the time you figure out how bad they are, you will be outside your return window. A fail for Amazon if you ask me, and makes me question whether I should keep shopping with them.",The batteries are the very worst I have ever used,ByShopper,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,"I have two Macs, each with their own wireless mac keyboards. I used these batteries in both keyboards and each worked great for several days. My desk keyboard failed to connect last week so I attempted to replace the batteries, but they had expanded inside the keyboard and will not come out. I assumed it was a chance happening. But now my wireless keyboard at my downstairs computer just failed. The batteries have expanded inside that keyboard as well and will not come out. Amazon refunded us for the batteries but now we need to replace the two keyboards the batteries ruined.",Batteries Expanded inside two different wireless keyboards and ruined them.,BySimple Simon,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,They don't work and are dead!!!!!!,One Star,Bysinglemom,Person
AVpgNzjwLJeJML43Kpxn,AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO",Health & Beauty,,,1,During my first recharging they were leaking and wrapping was coming off. A waste of money,A waste of,Byslick55,Person
